city_id,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
340,Esperance,AU,-33.87,121.90,53.6,100,90,18.41,overcast clouds
341,Jiaozuo,CN,35.24,113.23,71.94,42,12,4.81,light rain
342,Tromso,NO,69.65,18.96,43.45,87,75,3.0,light rain
343,Constantine,DZ,36.37,6.61,73.4,53,75,11.5,broken clouds
344,Kenora,CA,49.82,-94.43,63.57,63,75,12.66,broken clouds
345,Uruzgan,AF,32.83,66.00,75.29,12,0,5.79,clear sky
346,Chenzhou,CN,25.80,113.03,71.58,99,100,1.77,overcast clouds
347,Wukari,NG,7.85,9.78,83.93,66,37,5.1,scattered clouds
348,Ahtopol,BG,42.10,27.95,64.87,75,100,4.16,overcast clouds
349,Santa Lucia,ES,27.91,-15.54,64.76,73,20,13.69,few clouds
350,Esmeraldas,BR,-19.76,-44.31,84.31,47,100,4.21,moderate rain
351,Yerbogachen,RU,61.28,108.01,45.64,74,99,8.99,overcast clouds
352,Muros,ES,42.78,-9.06,73.9,57,77,10.74,broken clouds
353,Sao Joao Da Barra,BR,-21.64,-41.05,82.49,82,95,12.75,overcast clouds
354,Yenagoa,NG,4.92,6.26,78.13,92,73,4.81,light rain
355,Asau,RO,46.43,26.40,54.95,80,59,1.88,broken clouds
356,Grindavik,IS,63.84,-22.43,46.87,81,40,15.57,scattered clouds
357,Mehamn,NO,71.04,27.85,42.98,93,75,9.22,broken clouds
358,Auki,SB,-8.77,160.70,75.88,89,17,3.18,few clouds
359,Aleksandrov Gay,RU,50.15,48.57,66.96,80,100,13.29,overcast clouds
360,Srednekolymsk,RU,67.45,153.68,57.27,39,9,7.63,clear sky
361,Bud,US,39.45,-86.18,69.42,42,0,7.74,clear sky
362,Carnarvon,AU,-24.87,113.63,57.27,94,59,6.91,broken clouds
363,Lakselv,NO,70.05,24.97,46.22,61,75,1.14,broken clouds
364,Sao Luiz Gonzaga,BR,-28.41,-54.96,59.54,39,8,8.79,clear sky
365,La Ronge,CA,55.10,-105.28,62.85,39,20,4.61,few clouds
366,Manturovo,RU,58.34,44.76,42.19,57,76,6.8,broken clouds
367,Lasa,IT,46.62,10.70,67.91,79,23,5.7,few clouds
368,Barra Patuca,HN,15.80,-84.28,86.88,57,100,11.21,overcast clouds
369,Isangel,VU,-19.55,169.27,70.48,75,55,7.29,broken clouds
370,Belmonte,BR,-15.86,-38.88,82.9,68,19,7.47,few clouds
371,Ruteng,ID,-8.61,120.47,60.15,86,76,1.16,broken clouds
372,Killybegs,IE,54.63,-8.45,58.71,81,86,1.1,overcast clouds
373,Kochi,IN,9.94,76.26,80.19,82,90,7.52,overcast clouds
374,Bubaque,GW,11.28,-15.83,78.06,75,30,15.08,scattered clouds
375,Pangody,RU,65.85,74.49,40.87,83,100,11.07,overcast clouds
376,Nizhniy Odes,RU,63.64,54.86,36.63,65,44,5.59,scattered clouds
377,Marshfield,US,44.67,-90.17,62.33,62,90,6.91,overcast clouds
378,Faanui,PF,-16.48,-151.75,79.65,78,99,16.75,light rain
379,Omboue,GA,-1.57,9.26,77.22,90,100,8.1,overcast clouds
380,San Isidro,PE,-12.12,-77.05,67.59,82,90,6.93,overcast clouds
381,The Valley,AI,18.22,-63.06,87.66,66,75,14.97,broken clouds
382,Huarmey,PE,-10.07,-78.15,70.93,76,58,11.59,broken clouds
383,Hami,CN,42.80,93.45,69.69,13,0,15.37,clear sky
384,Pochutla,MX,15.74,-96.47,91.81,44,28,10.49,scattered clouds
385,Cayenne,GF,4.93,-52.33,83.08,81,0,4.0,clear sky
386,Gunnedah,AU,-30.98,150.25,42.42,91,0,4.36,clear sky
387,Estrela,BR,-28.06,-50.94,58.41,50,3,4.5,clear sky
388,Port Blair,IN,11.67,92.75,81.9,83,100,4.16,overcast clouds
389,Padang,ID,-0.95,100.35,75.69,92,95,2.62,overcast clouds
390,Tual,ID,-5.67,132.75,81.27,77,100,18.32,overcast clouds
391,Port Lincoln,AU,-34.73,135.87,54.77,41,100,12.73,overcast clouds
392,Pisco,PE,-13.70,-76.22,64.45,94,90,5.75,overcast clouds
393,Aktau,KZ,43.65,51.20,77.58,61,22,19.66,few clouds
394,Puerto Escondido,MX,15.85,-97.07,89.28,60,68,9.31,broken clouds
395,Sao Bernardo,BR,-3.36,-42.42,87.24,64,54,3.38,broken clouds
396,Zhaoyuan,CN,37.36,120.40,61.39,92,0,5.64,light rain
397,Komsomolets,KZ,53.75,62.07,63.3,90,0,11.52,clear sky
398,La Belgica,BO,-17.55,-63.22,72.48,53,75,8.86,broken clouds
399,Balikpapan,ID,-1.27,116.83,77.22,87,72,6.4,broken clouds
400,Ginir,ET,7.13,40.70,58.32,68,76,4.23,broken clouds
401,Zunyi,CN,27.69,106.91,65.05,84,79,2.42,broken clouds
402,Peterhead,GB,57.51,-1.80,59.4,92,15,15.01,few clouds
403,Dukat,RU,62.55,155.55,33.64,76,100,5.17,overcast clouds
404,Sahuaripa,MX,29.05,-109.23,95.45,11,100,13.04,overcast clouds
405,Rawson,AR,-43.30,-65.10,47.25,75,100,11.41,light rain
406,Metro,ID,-5.11,105.31,74.89,90,67,4.45,broken clouds
407,Taft,IR,31.75,54.21,87.75,9,20,4.5,few clouds
408,Jawhar,SO,2.78,45.50,75.99,83,93,13.87,overcast clouds
409,Huntsville,US,34.73,-86.59,73.89,55,1,1.01,clear sky
410,Grantham,GB,52.91,-0.64,63.34,67,0,8.97,clear sky
411,Namibe,AO,-15.20,12.15,70.93,75,2,9.62,clear sky
412,Igarka,RU,67.47,86.58,45.09,93,100,24.52,moderate rain
413,Gonzalez,US,30.58,-87.29,83.55,47,1,3.0,clear sky
414,Cape Coast,GH,5.11,-1.25,81.27,82,88,10.87,overcast clouds
415,Spearfish,US,44.49,-103.86,70.11,24,1,1.99,clear sky
416,Cordoba,AR,-31.41,-64.18,72.45,26,0,9.95,clear sky
417,Leopold,AU,-38.18,144.47,45.21,89,0,5.99,clear sky
418,Sakakah,SA,29.97,40.21,92.77,13,81,8.16,broken clouds
419,Ha Tinh,VN,18.33,105.90,84.33,65,100,4.92,overcast clouds
420,Kemijarvi,FI,66.71,27.43,52.92,57,100,10.02,overcast clouds
421,Tessalit,ML,20.20,1.01,100.96,7,100,10.54,overcast clouds
422,Lodwar,KE,3.12,35.60,87.93,36,13,18.61,few clouds
423,Nishihara,JP,26.18,127.76,74.48,97,90,17.13,overcast clouds
424,Harper,LR,4.38,-7.72,79.56,84,100,8.52,light rain
425,Catamarca,AR,-28.47,-65.79,70.59,53,0,1.99,clear sky
426,Pueblo Bello,CO,8.20,-76.53,85.69,67,83,4.52,broken clouds
427,Najran,SA,17.49,44.13,90.25,14,1,3.76,clear sky
428,Tondano,ID,1.30,124.91,69.89,90,100,1.05,overcast clouds
429,Cockburn Town,TC,21.46,-71.14,84.16,61,75,17.27,broken clouds
430,Kingsville,US,27.52,-97.86,89.69,73,40,6.91,scattered clouds
431,Kimbe,PG,-5.55,150.14,75.13,95,33,4.92,light rain
432,Lala,PH,7.97,123.75,74.79,97,100,2.8,overcast clouds
433,Goure,NE,13.98,10.27,90.99,6,0,9.82,clear sky
434,Barrancabermeja,CO,7.07,-73.85,91.02,51,83,2.3,broken clouds
435,Cururupu,BR,-1.83,-44.87,84.25,68,40,6.82,scattered clouds
436,Salta,AR,-24.79,-65.41,61.39,53,75,1.99,broken clouds
437,Sibut,CF,5.72,19.07,80.62,64,100,5.48,overcast clouds
438,Lokomotivnyy,RU,53.01,60.57,65.5,71,97,7.74,overcast clouds
439,Sao Paulo De Olivenca,BR,-3.38,-68.87,87.73,63,99,2.53,overcast clouds
440,Skelleftea,SE,64.75,20.95,62.96,51,100,10.4,overcast clouds
441,Dunedin,NZ,-45.87,170.50,50.81,97,100,9.53,overcast clouds
442,Candido Mendes,BR,-1.45,-45.72,82.92,75,12,6.49,light rain
443,Gigmoto,PH,13.78,124.39,80.49,80,100,0.94,overcast clouds
444,Tarakan,ID,3.30,117.63,81.9,89,75,1.14,broken clouds
445,Tilichiki,RU,60.47,166.10,38.25,83,100,2.13,overcast clouds
446,Sibolga,ID,1.74,98.78,76.08,90,92,3.24,overcast clouds
447,Aranos,NA,-24.13,19.12,60.49,31,7,10.29,clear sky
448,San Francisco,US,37.77,-122.42,83.62,67,20,5.01,few clouds
449,Mareeba,AU,-17.00,145.43,64.44,94,96,2.86,overcast clouds
450,Kabinda,CD,-6.13,24.48,70.83,42,18,3.76,few clouds
451,Kandrian,PG,-6.22,149.55,77.7,91,100,10.38,moderate rain
452,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,86.02,73,49,3.44,scattered clouds
453,Tupik,RU,54.43,119.93,47.21,97,100,2.3,light rain
454,Kalengwa,ZM,-13.47,25.00,56.68,36,0,4.52,clear sky
455,Victor Harbor,AU,-35.57,138.62,52.92,47,96,6.06,overcast clouds
456,Kenai,US,60.55,-151.26,56.03,79,90,14.97,overcast clouds
457,San Cristobal,VE,7.77,-72.22,78.98,54,54,7.0,broken clouds
458,Vanimo,PG,-2.67,141.30,76.77,91,100,6.46,overcast clouds
459,Vuktyl,RU,63.86,57.31,38.44,65,93,5.55,overcast clouds
460,Cauquenes,CL,-35.97,-72.32,59.16,51,100,1.52,overcast clouds
461,Annau,TM,37.89,58.52,92.7,20,75,7.61,broken clouds
462,Matam,SN,15.62,-13.33,109.4,18,0,6.91,clear sky
463,Evensk,RU,61.95,159.23,40.37,71,100,2.3,overcast clouds
464,Riyadh,SA,24.69,46.72,100.45,8,0,6.91,clear sky
465,La Trinidad,PH,16.45,120.59,64.71,88,77,3.27,broken clouds
466,Matay,EG,28.42,30.78,91.47,13,0,6.8,clear sky
467,Bafq,IR,31.61,55.41,89.92,9,0,8.34,clear sky
468,Houma,US,29.60,-90.72,82.0,65,1,8.05,clear sky
469,Byron Bay,AU,-28.65,153.62,59.88,84,98,12.93,overcast clouds
470,Piacabucu,BR,-10.41,-36.43,79.59,78,22,9.84,few clouds
471,Ereymentau,KZ,51.62,73.10,67.48,39,86,7.96,overcast clouds
472,Zhifang,CN,30.35,114.32,75.18,81,100,1.74,overcast clouds
473,Eydhafushi,MV,5.10,73.07,83.21,74,67,21.23,broken clouds
474,Mwinilunga,ZM,-11.74,24.43,57.54,45,5,4.41,clear sky
475,Bonavista,CA,48.65,-53.11,69.8,70,3,8.12,clear sky
476,Kutum,SD,14.20,24.67,88.83,16,96,8.61,overcast clouds
477,Ust-Nera,RU,64.57,143.20,47.93,82,21,2.8,few clouds
478,Aripuana,BR,-9.17,-60.63,91.98,36,87,3.44,overcast clouds
479,Kisangani,CD,0.52,25.20,79.16,89,93,1.61,overcast clouds
480,Tabas,IR,33.60,56.92,93.56,7,0,8.16,clear sky
481,Sinnamary,GF,5.38,-52.95,81.36,80,91,8.7,overcast clouds
482,Semnan,IR,35.57,53.40,85.32,15,0,2.1,clear sky
483,Gornopravdinsk,RU,60.05,69.90,58.53,89,25,6.31,scattered clouds
484,Winneba,GH,5.35,-0.62,84.67,82,32,10.58,scattered clouds
485,Sao Jose Da Coroa Grande,BR,-8.90,-35.15,78.4,83,100,9.35,overcast clouds
486,Fairbanks,US,64.84,-147.72,60.01,50,40,2.28,scattered clouds
487,Simbahan,PH,6.30,120.58,84.63,74,100,10.2,light rain
488,Marsh Harbour,BS,26.54,-77.06,79.32,73,21,9.51,light rain
489,Pavlivka,UA,49.44,28.46,49.59,90,1,3.38,clear sky
490,Paysandu,UY,-32.32,-58.08,63.43,39,5,6.2,clear sky
491,Caravelas,BR,-17.71,-39.25,79.88,72,14,8.61,few clouds
492,Lavrentiya,RU,65.58,-171.00,34.74,80,8,10.85,clear sky
493,Abu Samrah,SY,35.30,37.18,73.9,38,0,7.47,clear sky
494,Jorpeland,NO,59.02,6.04,63.73,79,46,4.18,scattered clouds
495,Richards Bay,ZA,-28.78,32.04,62.74,72,97,6.49,overcast clouds
496,Agropoli,IT,40.35,15.00,68.72,75,8,4.94,clear sky
497,Rio Gallegos,AR,-51.62,-69.22,37.45,70,40,11.5,scattered clouds
498,Saint-Francois,FR,46.42,3.91,69.24,40,0,4.61,clear sky
499,Quebec,CA,46.81,-71.21,67.33,40,75,5.01,broken clouds
500,Cap Malheureux,MU,-19.98,57.61,73.47,83,42,1.99,scattered clouds
501,San Carlos De Bariloche,AR,-41.15,-71.31,51.55,62,40,11.23,scattered clouds
502,Okhtyrka,UA,50.31,34.90,50.68,91,100,8.68,overcast clouds
503,Toamasina,MG,-18.17,49.38,69.8,94,20,2.3,few clouds
504,Los Llanos De Aridane,ES,28.66,-17.92,68.13,79,75,13.73,broken clouds
505,Camocim,BR,-2.90,-40.84,81.72,75,61,12.55,broken clouds
506,Jiuquan,CN,39.74,98.52,63.59,28,41,8.08,scattered clouds
507,Puerto Boyaca,CO,5.98,-74.59,91.0,51,42,2.35,scattered clouds
508,Dryden,CA,49.78,-92.75,61.09,67,75,12.66,broken clouds
509,Baudh,IN,20.84,84.32,86.7,54,93,4.29,heavy intensity rain
510,Belyy Yar,RU,53.60,91.39,46.29,76,0,5.7,light rain
511,Petropolis,RU,59.89,30.26,51.94,35,0,2.66,clear sky
512,Canyon Lake,US,29.88,-98.26,86.41,68,86,3.0,overcast clouds
513,Zambezi,ZM,-13.54,23.10,58.6,35,0,3.71,clear sky
514,Inhambane,MZ,-23.86,35.38,71.58,83,0,5.01,clear sky
515,Elliot,ZA,-31.33,27.85,36.07,87,1,3.74,clear sky
516,Loncoche,CL,-39.37,-72.63,49.78,81,100,2.24,moderate rain
517,Marsa Matruh,EG,31.35,27.25,86.2,42,0,11.5,clear sky
518,Vestmannaeyjar,IS,63.44,-20.27,45.59,93,75,13.8,broken clouds
519,Dingle,PH,11.00,122.67,78.31,89,100,1.19,overcast clouds
520,Putina,PE,-15.47,-69.43,48.49,55,67,8.16,broken clouds
521,Dargaville,NZ,-35.93,173.88,54.19,90,98,9.1,moderate rain
522,North Bend,US,43.41,-124.22,70.25,73,1,9.22,clear sky
523,Lorain,US,41.33,-82.15,66.27,50,1,18.41,clear sky
524,Marogong,PH,7.67,124.15,72.46,92,100,3.27,moderate rain
525,Jiayuguan,CN,39.82,98.30,61.88,29,10,6.89,clear sky
526,Arlit,NE,18.74,7.39,97.41,6,86,12.82,overcast clouds
527,Monte Alegre,BR,-2.01,-54.07,84.97,65,100,4.05,overcast clouds
528,Mirabad,AF,30.44,61.84,95.5,8,0,17.81,clear sky
529,Camacha,PT,33.08,-16.33,65.16,63,40,14.97,scattered clouds
530,Tamandare,BR,-8.76,-35.10,78.08,84,100,8.5,overcast clouds
531,Santa Cruz,BO,-17.80,-63.17,71.6,53,90,14.97,overcast clouds
532,Alexandria,EG,31.22,29.96,87.76,33,0,8.05,clear sky
533,Te Anau,NZ,-45.42,167.72,47.79,95,100,6.46,overcast clouds
534,Pokhara,NP,28.23,83.98,72.16,69,36,3.94,scattered clouds
535,Fort Nelson,CA,58.81,-122.70,62.19,31,75,2.3,broken clouds
536,Korla,CN,41.76,86.15,76.95,20,0,4.68,clear sky
537,Porto-Vecchio,FR,41.59,9.28,71.06,68,0,1.86,clear sky
538,San Roque,ES,36.21,-5.38,67.03,77,0,11.5,clear sky
539,Nchelenge,ZM,-9.35,28.73,66.7,62,34,4.99,scattered clouds
540,Kortkeros,RU,61.81,51.58,39.2,64,7,5.46,clear sky
541,Vanavara,RU,60.34,102.28,35.19,94,62,3.42,broken clouds
542,Dunmore Town,BS,25.50,-76.65,78.82,78,19,9.69,few clouds
543,Charlestown,AU,-32.95,151.67,56.73,78,80,4.0,broken clouds
544,Ximei,CN,24.96,118.38,74.93,95,100,1.3,overcast clouds
545,George,ZA,-33.96,22.46,51.35,93,20,4.61,few clouds
546,Shingu,JP,33.73,135.98,59.92,74,0,4.99,clear sky
547,Jiexiu,CN,37.02,111.91,69.73,49,6,3.0,clear sky
548,Kuldiga,LV,56.97,21.96,49.69,68,1,5.12,clear sky
549,Payson,US,40.04,-111.73,77.99,29,40,3.0,scattered clouds
550,Mana,GF,5.66,-53.78,80.33,82,95,9.44,light rain
551,Yumen,CN,40.28,97.20,64.51,19,7,6.91,clear sky
552,Mata,PT,40.68,-7.46,75.25,55,36,7.4,scattered clouds
553,Locri,IT,38.24,16.26,70.38,77,7,5.44,clear sky
554,Marawi,PH,8.00,124.29,67.64,93,100,1.74,moderate rain
555,Qostanay,KZ,53.17,63.58,64.51,82,39,6.46,scattered clouds
556,Natal,BR,-5.79,-35.21,86.65,58,20,10.74,few clouds
557,Saint-Georges,GD,12.06,-61.75,83.88,70,75,17.27,broken clouds
558,Kawalu,ID,-7.38,108.21,73.42,97,95,1.86,overcast clouds
559,Kysyl-Syr,RU,63.90,122.76,47.88,61,71,5.32,broken clouds
560,Sri Aman,MY,1.24,111.46,75.25,94,39,0.0,scattered clouds
561,Terrace Bay,CA,48.78,-87.10,52.3,77,100,6.78,overcast clouds
562,Prince Rupert,CA,54.32,-130.32,51.89,93,90,4.61,moderate rain
563,Salinopolis,BR,-0.61,-47.36,82.51,78,33,11.56,scattered clouds
564,Egvekinot,RU,66.32,-179.17,40.55,43,45,7.76,scattered clouds
565,Aswan,EG,24.09,32.91,95.29,11,90,7.78,overcast clouds
566,Gat,IL,31.61,34.76,79.39,45,2,5.68,clear sky
567,Urzhum,RU,57.11,50.00,44.92,68,100,10.29,light rain
568,Lahij,YE,13.17,44.58,90.21,35,0,4.76,clear sky
569,Mackay,AU,-21.15,149.20,66.69,82,35,11.5,scattered clouds
570,Ketchikan,US,55.34,-131.65,52.27,87,90,4.61,light rain
571,Amboasary,MG,-25.03,46.38,73.24,88,0,4.45,clear sky
572,Novaya Ladoga,RU,60.10,32.30,48.0,70,0,3.56,clear sky
573,Sterling,US,39.01,-77.43,55.87,84,90,1.01,overcast clouds
574,Roma,US,43.21,-75.46,57.06,72,90,8.05,overcast clouds
575,Panzhihua,CN,26.59,101.71,72.01,75,5,3.27,clear sky
576,Joshimath,IN,30.57,79.57,63.57,73,76,1.95,broken clouds
577,Khandyga,RU,62.67,135.60,49.87,87,100,7.25,moderate rain
578,Coripata,BO,-16.30,-67.60,86.81,85,92,2.93,overcast clouds
579,Skjervoy,NO,70.03,20.97,46.4,88,100,19.82,light rain
580,Niquero,CU,20.04,-77.58,86.58,59,12,9.17,few clouds
581,Oyama,JP,36.30,139.80,69.58,72,3,0.31,clear sky
582,Oksfjord,NO,70.24,22.35,46.47,92,100,8.88,overcast clouds
583,Coacoyul,MX,17.81,-99.11,90.59,32,56,1.61,broken clouds
584,Mnogovershinnyy,RU,53.94,139.92,39.54,88,99,1.14,overcast clouds
585,Arzgir,RU,45.37,44.22,63.91,82,60,9.89,broken clouds
586,Baruun-Urt,MN,46.68,113.28,45.34,85,100,18.54,moderate rain
587,Fare,PF,-16.70,-151.02,79.81,76,100,17.25,light rain
588,Parabel,RU,58.70,81.48,56.68,92,19,7.34,few clouds
589,Shahrud,IR,36.42,54.98,82.08,19,0,2.44,clear sky
590,Talnakh,RU,69.49,88.40,37.94,84,100,26.57,light rain
591,Kamenka,RU,51.32,42.77,61.18,95,64,7.07,broken clouds
592,Moa,CU,20.66,-74.94,82.53,77,45,8.59,scattered clouds
593,Bure,ET,10.70,37.07,66.67,30,7,4.81,clear sky
594,Obanazawa,JP,38.60,140.40,48.52,95,44,2.89,scattered clouds
595,Odessa,UA,46.48,30.73,62.53,88,0,0.0,clear sky
596,Niteroi,BR,-22.88,-43.10,78.42,85,90,11.5,overcast clouds
597,Tommot,RU,58.96,126.29,47.05,85,43,2.37,scattered clouds
598,Maumere,ID,-8.62,122.21,77.13,82,100,2.35,overcast clouds
599,Tharad,IN,24.40,71.63,87.35,66,100,16.6,overcast clouds
600,Carora,VE,10.18,-70.08,93.87,33,46,11.03,scattered clouds
601,Elbistan,TR,38.21,37.20,66.96,43,0,4.07,clear sky
602,Leh,IN,34.17,77.58,51.21,50,100,3.0,overcast clouds
603,Cabinda,AO,-5.55,12.20,77.81,87,42,9.35,scattered clouds
604,Northam,GB,51.03,-4.22,62.22,83,9,5.88,clear sky
605,Astoria,US,46.19,-123.83,70.72,81,1,3.44,clear sky
606,Shepsi,RU,44.04,39.15,62.58,91,0,12.33,clear sky
607,Veraval,IN,20.90,70.37,82.8,80,84,11.65,broken clouds
608,Atambua,ID,-9.11,124.89,71.87,85,100,2.19,overcast clouds
609,Tomakomai,JP,42.64,141.60,48.34,81,75,11.95,broken clouds
610,Sarahan,IN,31.52,77.80,56.07,72,4,3.89,clear sky
611,Kungurtug,RU,50.60,97.52,33.28,93,100,1.68,overcast clouds
612,Cam Ranh,VN,11.92,109.16,82.36,74,0,4.14,clear sky
613,Kieta,PG,-6.22,155.63,77.76,85,65,4.72,light rain
614,Vila Franca Do Campo,PT,37.72,-25.43,66.61,69,8,9.33,clear sky
615,Thunder Bay,CA,48.40,-89.32,51.78,80,75,5.75,broken clouds
616,Palizada,MX,18.25,-92.08,89.58,35,14,5.3,few clouds
617,Iquique,CL,-20.22,-70.14,64.4,72,40,16.11,scattered clouds
618,Kailua,US,21.40,-157.74,80.08,67,40,0.0,scattered clouds
619,Haines Junction,CA,60.75,-137.51,53.55,43,100,8.05,overcast clouds
620,Santa Maria,BR,-29.68,-53.81,58.3,38,0,4.16,clear sky
621,Sarh,TD,9.14,18.39,93.11,49,20,0.0,few clouds
622,Palauig,PH,15.44,119.90,82.69,76,27,4.23,scattered clouds
623,Yakeshi,CN,49.28,120.73,50.63,77,100,3.94,overcast clouds
624,Poltavka,RU,54.37,71.76,67.69,35,2,9.06,clear sky
625,Disna,BY,55.57,28.20,44.89,68,6,7.29,clear sky
626,Kumluca,TR,36.37,30.29,70.3,83,12,6.33,few clouds
627,Labelle,US,26.76,-81.44,93.27,29,81,5.55,broken clouds
628,Pengcheng,CN,36.43,114.17,68.86,42,49,2.39,light rain
629,Edson,CA,53.58,-116.44,66.31,26,1,5.75,clear sky
630,Acapulco,MX,16.86,-99.89,89.6,58,20,8.05,few clouds
631,Pingliang,CN,35.54,106.69,65.53,47,99,4.9,overcast clouds
632,Altay,CN,47.87,88.12,58.3,22,0,5.41,clear sky
633,Baykit,RU,61.67,96.37,32.41,94,40,1.48,scattered clouds
634,Mercedes,AR,-34.65,-59.43,63.03,49,6,8.55,clear sky
635,Daru,PG,-9.08,143.21,78.1,77,100,14.54,overcast clouds
636,Barinas,VE,8.62,-70.21,85.69,56,23,5.48,few clouds
637,Great Falls,US,47.50,-111.30,68.59,29,1,3.0,clear sky
638,Jackson,US,42.42,-122.83,79.92,34,1,3.44,clear sky
639,Maxixe,MZ,-23.86,35.35,71.42,83,0,5.01,clear sky
640,Svetlogorsk,BY,52.63,29.73,47.43,80,100,7.29,overcast clouds
641,Nikolayevsk-Na-Amure,RU,53.14,140.73,34.21,93,78,3.65,broken clouds
642,Ugoofaaru,MV,5.67,73.00,83.52,73,100,20.49,overcast clouds
643,Kachiry,KZ,53.07,76.10,65.77,36,93,13.6,overcast clouds
644,Port Macquarie,AU,-31.43,152.92,55.36,80,45,10.27,scattered clouds
645,Oneonta,US,42.45,-75.06,48.38,89,100,1.99,moderate rain
646,Agua Dulce,MX,18.13,-94.13,90.79,51,96,10.83,overcast clouds
647,Puerto Leguizamo,CO,-0.19,-74.78,74.43,97,100,3.38,overcast clouds
648,Taksimo,RU,56.34,114.88,34.23,91,100,2.77,overcast clouds
649,Langfang,CN,39.51,116.69,61.05,64,100,5.77,light rain
650,Anchorage,US,61.22,-149.90,57.65,84,75,0.0,broken clouds
651,Lucapa,AO,-8.42,20.74,68.95,37,66,3.87,broken clouds
652,La Asuncion,VE,11.03,-63.86,85.73,70,99,19.01,overcast clouds
653,Rocha,UY,-34.48,-54.33,52.52,55,0,11.36,clear sky
654,Dong Xoai,VN,11.53,106.92,77.97,90,20,2.04,few clouds
655,Port-Cartier,CA,50.03,-66.87,61.02,38,0,5.82,clear sky
656,Chiusi,IT,43.02,11.95,68.97,57,0,5.97,clear sky
657,Karratha,AU,-20.74,116.85,68.2,57,27,10.98,scattered clouds
658,Verkhnyaya Inta,RU,65.98,60.31,37.87,65,99,8.41,overcast clouds
659,Kemi,FI,65.86,24.82,47.97,71,0,5.64,clear sky
660,Rijkevorsel,BE,51.35,4.76,70.84,69,1,8.37,clear sky
661,Altagracia De Orituco,VE,9.86,-66.38,83.89,56,100,4.25,overcast clouds
662,Raymond,US,43.90,-70.47,53.22,84,100,3.8,light rain
663,Mapastepec,MX,15.43,-92.90,89.17,63,50,6.69,scattered clouds
664,Tucuma,BR,-0.18,-50.05,83.75,74,4,7.61,clear sky
665,Kommunisticheskiy,RU,61.68,64.48,42.39,87,100,7.25,overcast clouds
666,Poum,NC,-20.23,164.02,70.74,72,41,16.64,scattered clouds
667,Amapa,BR,1.00,-52.00,80.22,87,61,4.07,broken clouds
668,Umm Lajj,SA,25.02,37.27,86.36,51,7,7.4,clear sky
669,Russell,US,32.35,-85.20,78.91,53,75,4.9,broken clouds
670,Karacabey,TR,40.22,28.40,68.38,83,100,0.72,overcast clouds
671,Labuan,MY,5.28,115.24,79.16,94,20,0.0,few clouds
672,Champerico,GT,14.30,-91.92,91.94,61,18,7.38,few clouds
673,Ust-Maya,RU,60.42,134.53,49.3,75,100,5.57,overcast clouds
674,Peniche,PT,39.36,-9.38,74.73,85,8,10.13,clear sky
675,Sarandi,BR,-23.44,-51.87,62.15,100,75,6.85,heavy intensity rain
676,Baltiysk,RU,54.65,19.91,53.58,77,21,13.49,few clouds
677,Satipo,PE,-11.25,-74.64,87.15,45,86,1.14,overcast clouds
678,Preobrazheniye,RU,42.90,133.91,45.79,95,100,8.39,overcast clouds
679,Buala,SB,-8.14,159.59,78.8,85,92,3.44,light rain
680,Ventspils,LV,57.39,21.56,49.93,87,0,6.91,clear sky
681,San Policarpo,PH,12.18,125.51,77.97,90,99,3.51,overcast clouds
